,endTime,artistName,trackName,msPlayed,danceability,valenceScore,artistGenres,minutesPlayed
634,2022-12-15 10:29,Odd Mob,LEFT TO RIGHT,146250,0.856,0.219,"['aussietronica', 'bass house']",2.4375
635,2023-02-16 21:10,Odd Mob,LEFT TO RIGHT,73084,0.856,0.219,"['aussietronica', 'bass house']",1.2180666666666666
636,2022-11-30 12:41,salute,Heaven,29802,0.743,0.905,['ukg revival'],0.4967
637,2022-12-02 17:40,salute,Heaven,314500,0.743,0.905,['ukg revival'],5.241666666666666
638,2022-12-12 17:36,salute,Heaven,281681,0.743,0.905,['ukg revival'],4.694683333333334
639,2022-12-13 12:20,salute,Heaven,314500,0.743,0.905,['ukg revival'],5.241666666666666
640,2022-12-15 10:34,salute,Heaven,314500,0.743,0.905,['ukg revival'],5.241666666666666
641,2023-02-16 21:09,Sans Soucis,All Over This Party - salute Remix,80584,0.793,0.798,['No genre information available'],1.3430666666666666
642,2023-02-16 21:19,Sans Soucis,All Over This Party - salute Remix,3784,0.793,0.798,['No genre information available'],0.06306666666666666
643,2023-02-16 22:01,Sans Soucis,All Over This Party - salute Remix,17217,0.793,0.798,['No genre information available'],0.28695
644,2022-12-02 13:39,salute,Joy,247141,0.663,0.683,['ukg revival'],4.119016666666667
645,2022-12-02 16:33,salute,Joy,281381,0.663,0.683,['ukg revival'],4.689683333333333
646,2022-12-02 17:45,salute,Joy,281381,0.663,0.683,['ukg revival'],4.689683333333333
647,2022-12-13 12:25,salute,Joy,281381,0.663,0.683,['ukg revival'],4.689683333333333
648,2022-12-15 10:39,salute,Joy,281381,0.663,0.683,['ukg revival'],4.689683333333333
649,2023-02-16 21:17,salute,Joy,49365,0.663,0.683,['ukg revival'],0.82275
650,2022-12-02 16:37,Dj Streaks,Greatest Love - Edit,230551,0.691,0.743,['disco house'],3.8425166666666666
651,2022-12-02 16:40,DJ Seinfeld,Tell Me One More Time - Mona Yim Remix,156774,0.784,0.145,['lo-fi house'],2.6129
652,2022-12-02 17:47,DJ Seinfeld,Tell Me One More Time - Mona Yim Remix,127343,0.784,0.145,['lo-fi house'],2.1223833333333335
653,2022-12-13 12:28,DJ Seinfeld,Tell Me One More Time - Mona Yim Remix,208191,0.784,0.145,['lo-fi house'],3.46985
654,2022-12-15 10:42,DJ Seinfeld,Tell Me One More Time - Mona Yim Remix,208190,0.784,0.145,['lo-fi house'],3.4698333333333333
655,2022-12-02 16:43,Fred again..,Homies (feat. Henry Wu),181023,0.774,0.827,"['edm', 'house']",3.01705
656,2022-12-02 17:03,DJ Seinfeld,These Things Will Come To Be,296360,0.674,0.166,['lo-fi house'],4.939333333333333
657,2022-12-02 17:07,Fred again..,Delilah (pull me out of this),250702,0.685,0.586,"['edm', 'house']",4.178366666666666
658,2022-12-02 17:16,Dj Streaks,The Best Rapper Alive,487619,0.66,0.157,['disco house'],8.126983333333333
659,2022-12-15 11:15,Dj Streaks,The Best Rapper Alive,487619,0.66,0.157,['disco house'],8.126983333333333
660,2022-12-02 17:19,Sam Gellaitry,Assumptions,220838,0.639,0.443,"['future bass', 'scottish electronic', 'vapor twitch']",3.680633333333333
661,2022-12-02 17:30,DJ Seinfeld,U Already Know,252693,0.715,0.65,['lo-fi house'],4.21155
662,2022-12-02 18:08,Travis Scott,A-Team,176640,0.626,0.17,"['hip hop', 'rap', 'slap house']",2.944
663,2022-12-26 11:07,Travis Scott,A-Team,176640,0.626,0.17,"['hip hop', 'rap', 'slap house']",2.944
664,2022-12-02 18:57,Louf,Formation - Otik Remix,2374,0.434,0.436,['No genre information available'],0.03956666666666667
665,2022-12-02 18:58,Daryl Hall & John Oates,I Can't Go for That (No Can Do),6490,0.889,0.963,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",0.10816666666666666
666,2022-12-15 12:40,Kali Uchis,Your Teeth In My Neck,186181,0.853,0.86,['colombian pop'],3.1030166666666665
